Age	Own.Home.	Num.Children	Income	Sex	Total.Wealth	Other.Gifts	Number.of.Gifts	Smallest.Gift	Largest.Gift	Previous.Gift	Time.Between.Gifts	Average.Gift	Current.Gift	Sqrt.Smallest.Gift	Sqrt.Largest.Gift	Sqrt.Previous.Gift	Sqrt.Average.Gift	Sqrt.Current.Gift
38	H	1	5	F	8	0	2	5	15	15	9	10	15	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	3.87298334620742
46	H	0	5	M	6	0	12	5	12	10	5	8.83	15	2.23606797749979	3.46410161513775	3.16227766016838	2.97153159162072	3.87298334620742
53	H	0	3	F	5	0	6	5	15	15	16	10.5	15	2.23606797749979	3.87298334620742	3.87298334620742	3.24037034920393	3.87298334620742
61	H	0	7	F	8	6	4	5	10	10	15	8	15	2.23606797749979	3.16227766016838	3.16227766016838	2.82842712474619	3.87298334620742
58	H	0	5	F	8	2	2	10	16	16	10	13	15	3.16227766016838	4	4	3.60555127546399	3.87298334620742
67	H	0	1	F	4	19	10	3	15	15	14	7.5	15	1.73205080756888	3.87298334620742	3.87298334620742	2.73861278752583	3.87298334620742
46	H	2	5	M	3	9	2	10	15	15	14	12.5	15	3.16227766016838	3.87298334620742	3.87298334620742	3.53553390593274	3.87298334620742
46	H	1	6	M	6	6	2	5	25	25	3	15	15	2.23606797749979	5	5	3.87298334620742	3.87298334620742
50	U	0	1	F	6	0	9	3	12	12	11	8.22	15	1.73205080756888	3.46410161513775	3.46410161513775	2.86705423736629	3.87298334620742
50	H	0	2	M	2	0	2	5	15	15	12	10	15	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	3.87298334620742
62	H	0	7	F	9	19	8	5	15	15	3	11.25	15	2.23606797749979	3.87298334620742	3.87298334620742	3.35410196624968	3.87298334620742
84	H	0	2	M	2	0	2	15	15	15	5	15	15	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742
50	H	1	5	M	9	2	6	2	15	15	1	6.5	15	1.4142135623731	3.87298334620742	3.87298334620742	2.54950975679639	3.87298334620742
58	H	0	2	M	0	0	7	10	35	20	8	27.14	15	3.16227766016838	5.91607978309962	4.47213595499958	5.20960651105244	3.87298334620742
75	H	0	1	M	7	0	20	5	20	15	13	14.5	15	2.23606797749979	4.47213595499958	3.87298334620742	3.80788655293195	3.87298334620742
60	H	0	4	M	7	13	1	15	15	15	2	15	15	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742
67	H	0	3	F	3	6	11	3	15	13	7	10	15	1.73205080756888	3.87298334620742	3.60555127546399	3.16227766016838	3.87298334620742
64	U	0	1	M	9	0	3	10	15	15	3	13.33	15	3.16227766016838	3.87298334620742	3.87298334620742	3.65102725270574	3.87298334620742
39	U	0	1	F	9	0	4	10	15	15	5	12.25	15	3.16227766016838	3.87298334620742	3.87298334620742	3.5	3.87298334620742
40	H	2	7	F	9	0	9	5	21	21	8	13.56	15	2.23606797749979	4.58257569495584	4.58257569495584	3.68239052790439	3.87298334620742
82	H	0	5	F	8	12	6	3	15	15	7	9	15	1.73205080756888	3.87298334620742	3.87298334620742	3	3.87298334620742
64	H	0	6	M	7	3	9	5	20	20	9	10.56	15	2.23606797749979	4.47213595499958	4.47213595499958	3.24961536185438	3.87298334620742
48	H	3	7	M	9	12	43	5	20	20	14	13.58	15	2.23606797749979	4.47213595499958	4.47213595499958	3.68510515453766	3.87298334620742
50	H	0	3	F	9	0	6	5	20	20	13	14.83	15	2.23606797749979	4.47213595499958	4.47213595499958	3.85097390279394	3.87298334620742
56	H	1	7	M	9	0	2	13	15	15	15	14	15	3.60555127546399	3.87298334620742	3.87298334620742	3.74165738677394	3.87298334620742
41	H	0	7	F	6	2	22	5	15	15	13	10.82	15	2.23606797749979	3.87298334620742	3.87298334620742	3.28937684067971	3.87298334620742
37	U	0	1	F	8	0	7	5	15	15	3	9.43	15	2.23606797749979	3.87298334620742	3.87298334620742	3.07083050655682	3.87298334620742
67	U	0	1	F	7	0	5	5	15	15	9	10.6	15	2.23606797749979	3.87298334620742	3.87298334620742	3.25576411921994	3.87298334620742
79	H	0	2	M	5	16	1	15	15	15	8	15	15	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742
46	H	0	4	M	8	23	10	3	15	15	3	10.9	15	1.73205080756888	3.87298334620742	3.87298334620742	3.30151480384384	3.87298334620742
58	H	0	1	M	8	0	4	3	15	15	2	8.75	15	1.73205080756888	3.87298334620742	3.87298334620742	2.95803989154981	3.87298334620742
56	H	0	5	F	2	0	12	15	25	20	10	20.58	15	3.87298334620742	5	4.47213595499958	4.5365184888855	3.87298334620742
84	H	0	1	M	9	0	2	15	15	15	12	15	15	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742
54	H	0	5	F	8	9	16	10	21	10	8	13.19	15	3.16227766016838	4.58257569495584	3.16227766016838	3.63180395946698	3.87298334620742
55	H	0	5	M	7	12	9	9	15	15	8	11.33	15	3	3.87298334620742	3.87298334620742	3.36600653594137	3.87298334620742
68	H	0	1	F	4	0	4	10	20	16	13	15.25	15	3.16227766016838	4.47213595499958	4	3.90512483795333	3.87298334620742
42	U	2	5	M	9	1	8	5	15	15	2	10.63	15	2.23606797749979	3.87298334620742	3.87298334620742	3.26036807738022	3.87298334620742
62	U	0	4	M	6	0	17	1	15	10	5	8.82	15	1	3.87298334620742	3.16227766016838	2.9698484809835	3.87298334620742
74	U	0	1	M	6	0	4	10	15	15	10	11.25	15	3.16227766016838	3.87298334620742	3.87298334620742	3.35410196624968	3.87298334620742
60	U	0	3	F	9	7	1	15	15	15	1	15	15	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742
45	H	0	1	M	2	0	18	5	15	13	5	9.67	15	2.23606797749979	3.87298334620742	3.60555127546399	3.10966236109324	3.87298334620742
40	H	1	5	F	8	11	10	3	10	10	9	7.6	15	1.73205080756888	3.16227766016838	3.16227766016838	2.75680975041804	3.87298334620742
59	U	0	1	F	4	0	19	2	15	15	1	9.79	15	1.4142135623731	3.87298334620742	3.87298334620742	3.1288975694324	3.87298334620742
59	H	0	1	F	8	16	14	5	15	10	2	9.07	15	2.23606797749979	3.87298334620742	3.16227766016838	3.01164406927512	3.87298334620742
59	U	0	1	F	4	0	4	5	12	12	9	9.75	15	2.23606797749979	3.46410161513775	3.46410161513775	3.1224989991992	3.87298334620742
29	H	0	7	F	7	0	10	5	15	15	8	9.2	15	2.23606797749979	3.87298334620742	3.87298334620742	3.03315017762062	3.87298334620742
65	H	0	3	F	4	22	11	5	20	15	1	10.73	15	2.23606797749979	4.47213595499958	3.87298334620742	3.27566787083184	3.87298334620742
80	U	0	1	F	2	0	5	5	15	15	12	9.2	15	2.23606797749979	3.87298334620742	3.87298334620742	3.03315017762062	3.87298334620742
80	H	0	4	F	3	19	11	10	25	12	5	14.18	15	3.16227766016838	5	3.46410161513775	3.76563407675255	3.87298334620742
44	H	0	5	F	1	3	6	5	15	15	5	10.67	15	2.23606797749979	3.87298334620742	3.87298334620742	3.26649659421222	3.87298334620742
72	H	0	7	F	9	7	11	10	20	20	18	12.09	15	3.16227766016838	4.47213595499958	4.47213595499958	3.47706773014274	3.87298334620742
44	H	0	5	F	8	1	3	10	15	15	7	12.33	15	3.16227766016838	3.87298334620742	3.87298334620742	3.51140997321589	3.87298334620742
63	U	0	5	F	4	11	2	13	15	15	9	14	15	3.60555127546399	3.87298334620742	3.87298334620742	3.74165738677394	3.87298334620742
44	H	3	6	M	8	6	7	5	18	18	7	14.29	15	2.23606797749979	4.24264068711928	4.24264068711928	3.78021163428716	3.87298334620742
51	H	0	5	F	6	1	3	5	15	15	4	11.67	15	2.23606797749979	3.87298334620742	3.87298334620742	3.41613817050774	3.87298334620742
68	H	0	4	F	5	6	27	1	15	15	2	7.7	14	1	3.87298334620742	3.87298334620742	2.77488738510232	3.74165738677394
86	H	0	6	F	4	6	16	3	14	14	5	8.75	14	1.73205080756888	3.74165738677394	3.74165738677394	2.95803989154981	3.74165738677394
65	H	0	1	F	7	0	5	3	20	8	8	8.4	14	1.73205080756888	4.47213595499958	2.82842712474619	2.89827534923789	3.74165738677394
78	U	0	5	M	8	1	23	5	14	14	2	8.22	14	2.23606797749979	3.74165738677394	3.74165738677394	2.86705423736629	3.74165738677394
49	U	0	3	F	5	0	14	2	16	10	5	9.43	14	1.4142135623731	4	3.16227766016838	3.07083050655682	3.74165738677394
64	U	0	1	F	8	0	4	10	16	16	10	12.5	14	3.16227766016838	4	4	3.53553390593274	3.74165738677394
56	H	0	3	F	8	0	4	10	15	15	12	11.25	14	3.16227766016838	3.87298334620742	3.87298334620742	3.35410196624968	3.74165738677394
61	U	0	1	M	1	0	7	6	25	25	13	13.57	14	2.44948974278318	5	5	3.68374809127877	3.74165738677394
68	U	0	4	M	7	14	11	5	14	14	14	9.73	14	2.23606797749979	3.74165738677394	3.74165738677394	3.11929479209644	3.74165738677394
70	H	0	4	F	8	2	15	3	13	13	3	8.13	14	1.73205080756888	3.60555127546399	3.60555127546399	2.85131548587665	3.74165738677394
70	U	0	4	F	9	0	8	5	15	10	9	9.5	14	2.23606797749979	3.87298334620742	3.16227766016838	3.08220700148449	3.74165738677394
50	H	0	4	F	7	7	15	2	16	14	9	9.2	14	1.4142135623731	4	3.74165738677394	3.03315017762062	3.74165738677394
74	H	0	6	F	7	6	16	3	17	14	9	9.94	14	1.73205080756888	4.12310562561766	3.74165738677394	3.15277655408689	3.74165738677394
71	H	0	7	M	8	4	13	2	25	16	0	11.46	14	1.4142135623731	5	4	3.38526217596215	3.74165738677394
58	U	0	7	M	9	1	22	5	25	15	3	11.55	14	2.23606797749979	5	3.87298334620742	3.39852909359329	3.74165738677394
48	H	0	1	F	9	0	13	5	11	10	9	8.77	14	2.23606797749979	3.3166247903554	3.16227766016838	2.96141857899217	3.74165738677394
36	H	1	6	F	5	0	5	5	20	20	7	9.6	14	2.23606797749979	4.47213595499958	4.47213595499958	3.09838667696593	3.74165738677394
43	H	0	1	F	5	0	17	0.01	14	10	23	9.12	14	0.1	3.74165738677394	3.16227766016838	3.0199337741083	3.74165738677394
44	U	0	4	M	4	0	11	3	10	10	4	6.73	14	1.73205080756888	3.16227766016838	3.16227766016838	2.59422435421457	3.74165738677394
64	H	0	5	F	2	10	30	5	20	15	6	11.53	14	2.23606797749979	4.47213595499958	3.87298334620742	3.39558536926993	3.74165738677394
50	U	0	1	F	9	0	4	8	13	13	7	10	14	2.82842712474619	3.60555127546399	3.60555127546399	3.16227766016838	3.74165738677394
71	U	0	2	M	5	0	16	5	15	15	6	9.63	14	2.23606797749979	3.87298334620742	3.87298334620742	3.10322412983658	3.74165738677394
54	H	0	1	F	6	0	30	3	25	14	6	12.8	14	1.73205080756888	5	3.74165738677394	3.57770876399966	3.74165738677394
16	U	0	1	M	4	0	9	5	12	10	6	9.11	14	2.23606797749979	3.46410161513775	3.16227766016838	3.01827765455731	3.74165738677394
70	H	0	1	F	4	0	15	3	14	14	4	9.27	14	1.73205080756888	3.74165738677394	3.74165738677394	3.04466746952767	3.74165738677394
48	H	0	6	F	4	2	21	5	20	13	11	11.14	14	2.23606797749979	4.47213595499958	3.60555127546399	3.33766385365573	3.74165738677394
59	U	0	7	F	1	0	18	1.5	15	15	9	5.19	14	1.22474487139159	3.87298334620742	3.87298334620742	2.2781571499789	3.74165738677394
67	H	0	1	F	8	0	4	5	12	12	19	9.25	14	2.23606797749979	3.46410161513775	3.46410161513775	3.04138126514911	3.74165738677394
76	H	0	4	F	4	6	16	3	18	14	5	9.56	14	1.73205080756888	4.24264068711928	3.74165738677394	3.09192496674806	3.74165738677394
53	H	0	3	F	6	6	16	3	20	12	10	10.75	14	1.73205080756888	4.47213595499958	3.46410161513775	3.278719262151	3.74165738677394
62	H	1	5	F	7	0	4	5	10	10	10	8.75	14	2.23606797749979	3.16227766016838	3.16227766016838	2.95803989154981	3.74165738677394
64	U	0	3	M	4	16	9	5	14	14	3	10.22	14	2.23606797749979	3.74165738677394	3.74165738677394	3.19687347262916	3.74165738677394
42	H	0	4	F	9	22	3	10	20	15	10	15	14	3.16227766016838	4.47213595499958	3.87298334620742	3.87298334620742	3.74165738677394
57	H	0	3	F	8	5	17	3	18	14	13	11.06	14	1.73205080756888	4.24264068711928	3.74165738677394	3.32565782966318	3.74165738677394
50	H	0	3	M	2	0	3	5	20	20	6	11.33	14	2.23606797749979	4.47213595499958	4.47213595499958	3.36600653594137	3.74165738677394
76	H	0	4	F	7	10	4	10	15	14	3	12.75	14	3.16227766016838	3.87298334620742	3.74165738677394	3.57071421427143	3.74165738677394
45	U	0	1	F	0	0	26	3	10	9	7	7.5	14	1.73205080756888	3.16227766016838	3	2.73861278752583	3.74165738677394
88	H	0	5	F	7	9	4	5	15	15	5	10	14	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	3.74165738677394
60	H	0	1	F	6	0	5	5	15	10	8	10	14	2.23606797749979	3.87298334620742	3.16227766016838	3.16227766016838	3.74165738677394
55	U	0	1	F	3	0	8	5	20	16	15	13.5	14	2.23606797749979	4.47213595499958	4	3.67423461417477	3.74165738677394
47	U	0	1	M	3	0	7	5	15	15	17	9.29	14	2.23606797749979	3.87298334620742	3.87298334620742	3.04795013082563	3.74165738677394
59	H	1	6	F	3	0	17	5	15	14	11	10	14	2.23606797749979	3.87298334620742	3.74165738677394	3.16227766016838	3.74165738677394
89	H	0	2	M	6	27	18	3	20	15	6	14.44	14	1.73205080756888	4.47213595499958	3.87298334620742	3.8	3.74165738677394
51	H	0	7	M	5	4	21	3	15	15	4	9.24	14	1.73205080756888	3.87298334620742	3.87298334620742	3.03973683071413	3.74165738677394
62	U	0	2	M	5	0	36	3	15	14	3	8.5	14	1.73205080756888	3.87298334620742	3.74165738677394	2.91547594742265	3.74165738677394
73	H	0	3	M	6	0	25	5	21	12	3	14.44	14	2.23606797749979	4.58257569495584	3.46410161513775	3.8	3.74165738677394
41	U	0	1	F	3	0	12	3	10	7	4	6.17	14	1.73205080756888	3.16227766016838	2.64575131106459	2.48394846967484	3.74165738677394
83	U	0	4	M	0	0	20	4	15	14	4	8.45	14	2	3.87298334620742	3.74165738677394	2.90688837074973	3.74165738677394
47	U	0	3	F	3	0	10	5	15	15	2	10	14	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	3.74165738677394
64	U	0	1	F	8	0	10	3	15	15	26	9.1	14	1.73205080756888	3.87298334620742	3.87298334620742	3.01662062579967	3.74165738677394
67	H	0	1	M	7	0	8	5	15	15	3	10.13	14	2.23606797749979	3.87298334620742	3.87298334620742	3.18276609256791	3.74165738677394
31	H	0	1	M	8	0	11	3	11	11	2	7.55	14	1.73205080756888	3.3166247903554	3.3166247903554	2.74772633280682	3.74165738677394
66	H	0	4	M	9	29	2	13	15	15	5	14	14	3.60555127546399	3.87298334620742	3.87298334620742	3.74165738677394	3.74165738677394
98	U	0	1	M	3	3	18	3	20	10	5	11.5	14	1.73205080756888	4.47213595499958	3.16227766016838	3.39116499156263	3.74165738677394
38	U	0	1	F	3	0	11	3	14	14	4	9.09	14	1.73205080756888	3.74165738677394	3.74165738677394	3.01496268633627	3.74165738677394
25	H	0	3	M	7	38	10	3	17	15	8	11.4	14	1.73205080756888	4.12310562561766	3.87298334620742	3.37638860322683	3.74165738677394
79	H	0	1	F	0	0	23	5	15	10	2	9.26	14	2.23606797749979	3.87298334620742	3.16227766016838	3.04302481094059	3.74165738677394
51	H	0	2	F	6	0	11	5	17	10	10	10.36	14	2.23606797749979	4.12310562561766	3.16227766016838	3.21869538788622	3.74165738677394
55	U	0	3	F	6	2	14	10	15	14	7	12.43	14	3.16227766016838	3.87298334620742	3.74165738677394	3.52562051276084	3.74165738677394
37	H	0	5	F	8	0	12	5	14	13	12	9.75	14	2.23606797749979	3.74165738677394	3.60555127546399	3.1224989991992	3.74165738677394
73	H	0	1	F	2	1	12	3	15	14	6	7.67	14	1.73205080756888	3.87298334620742	3.74165738677394	2.76947648482525	3.74165738677394
67	U	0	7	F	3	0	9	5	15	15	13	11.22	14	2.23606797749979	3.87298334620742	3.87298334620742	3.34962684488885	3.74165738677394
63	U	0	5	F	3	2	14	3	13	12	3	7.71	14	1.73205080756888	3.60555127546399	3.46410161513775	2.77668867538296	3.74165738677394
80	H	0	4	M	6	0	4	5	20	13	4	12	14	2.23606797749979	4.47213595499958	3.60555127546399	3.46410161513775	3.74165738677394
56	U	0	2	M	4	1	18	3	10	10	5	6.22	14	1.73205080756888	3.16227766016838	3.16227766016838	2.49399278266799	3.74165738677394
74	U	0	5	F	4	0	21	5	15	14	4	11.48	14	2.23606797749979	3.87298334620742	3.74165738677394	3.38821486921948	3.74165738677394
51	H	0	1	F	6	0	11	10	13	13	10	11	14	3.16227766016838	3.60555127546399	3.60555127546399	3.3166247903554	3.74165738677394
50	H	0	4	F	5	2	10	10	20	10	2	13	14	3.16227766016838	4.47213595499958	3.16227766016838	3.60555127546399	3.74165738677394
55	H	0	5	M	9	0	11	3	12	12	2	7.55	14	1.73205080756888	3.46410161513775	3.46410161513775	2.74772633280682	3.74165738677394
56	H	0	6	M	8	0	11	5	14	14	20	10.18	14	2.23606797749979	3.74165738677394	3.74165738677394	3.19061122670876	3.74165738677394
69	H	0	4	M	9	33	2	10	15	15	6	12.5	14	3.16227766016838	3.87298334620742	3.87298334620742	3.53553390593274	3.74165738677394
89	U	0	1	M	6	0	13	3	16	16	13	11.54	14	1.73205080756888	4	4	3.39705755029261	3.74165738677394
50	H	2	2	F	6	8	3	5	15	15	6	9.67	14	2.23606797749979	3.87298334620742	3.87298334620742	3.10966236109324	3.74165738677394
36	U	0	1	F	7	0	15	2	10	10	4	6.53	14	1.4142135623731	3.16227766016838	3.16227766016838	2.55538646783613	3.74165738677394
55	H	3	7	M	8	0	10	3	17	14	6	11.7	14	1.73205080756888	4.12310562561766	3.74165738677394	3.42052627529741	3.74165738677394
36	H	2	4	M	4	21	17	3	20	9	24	7.76	14	1.73205080756888	4.47213595499958	3	2.78567765543682	3.74165738677394
36	H	0	5	M	8	1	9	5	12	12	8	8.11	14	2.23606797749979	3.46410161513775	3.46410161513775	2.84780617317963	3.74165738677394
47	H	0	7	M	5	1	21	5	14	14	3	8.48	14	2.23606797749979	3.74165738677394	3.74165738677394	2.91204395571221	3.74165738677394
70	H	0	2	M	0	2	10	3	11	11	3	7.6	14	1.73205080756888	3.3166247903554	3.3166247903554	2.75680975041804	3.74165738677394
53	H	0	1	F	6	0	17	0	18	5	1	11.24	14	0	4.24264068711928	2.23606797749979	3.35261092284804	3.74165738677394
67	H	0	1	F	8	0	7	5	15	14	3	11.29	14	2.23606797749979	3.87298334620742	3.74165738677394	3.36005952328229	3.74165738677394
72	H	0	2	F	1	27	9	5	8	8	5	6.11	13.92	2.23606797749979	2.82842712474619	2.82842712474619	2.47184141886166	3.73095162123553
69	H	0	6	F	6	0	12	5	17	10	21	11	13	2.23606797749979	4.12310562561766	3.16227766016838	3.3166247903554	3.60555127546399
78	U	0	1	M	7	0	15	4	13	13	7	8.53	13	2	3.60555127546399	3.60555127546399	2.92061637330205	3.60555127546399
82	H	0	1	M	1	1	12	5	25	15	3	12.17	13	2.23606797749979	5	3.87298334620742	3.48855270850248	3.60555127546399
80	U	0	1	M	4	26	8	5	15	15	25	10.13	13	2.23606797749979	3.87298334620742	3.87298334620742	3.18276609256791	3.60555127546399
72	H	0	1	M	3	0	14	2	13	13	6	5.57	13	1.4142135623731	3.60555127546399	3.60555127546399	2.36008474424119	3.60555127546399
75	U	0	1	F	6	2	3	10	16	16	8	12	13	3.16227766016838	4	4	3.46410161513775	3.60555127546399
67	H	0	4	F	0	12	15	5	14	10	20	9.87	13	2.23606797749979	3.74165738677394	3.16227766016838	3.141655614481	3.60555127546399
63	U	0	1	F	5	0	7	5	25	15	5	9.86	13	2.23606797749979	5	3.87298334620742	3.14006369362152	3.60555127546399
79	H	0	2	F	3	0	33	3	16	10	3	9.39	13	1.73205080756888	4	3.16227766016838	3.06431068920891	3.60555127546399
59	H	0	5	F	7	0	10	5	13	13	11	8	13	2.23606797749979	3.60555127546399	3.60555127546399	2.82842712474619	3.60555127546399
49	H	0	4	M	2	3	54	4	15	10	2	8.61	13	2	3.87298334620742	3.16227766016838	2.93428015022424	3.60555127546399
58	H	0	5	F	4	0	7	3	12	12	6	7.14	13	1.73205080756888	3.46410161513775	3.46410161513775	2.67207784317748	3.60555127546399
82	H	0	7	M	5	0	6	5	25	25	8	12	13	2.23606797749979	5	5	3.46410161513775	3.60555127546399
69	H	1	5	F	5	5	23	3	14	14	7	8.57	13	1.73205080756888	3.74165738677394	3.74165738677394	2.92745623366089	3.60555127546399
50	U	0	1	F	3	0	14	3	10	8	7	6.36	13	1.73205080756888	3.16227766016838	2.82842712474619	2.5219040425837	3.60555127546399
56	H	0	4	M	7	0	12	3	15	10	6	10.75	13	1.73205080756888	3.87298334620742	3.16227766016838	3.278719262151	3.60555127546399
50	H	1	7	F	6	1	16	5	13	5	4	8.06	13	2.23606797749979	3.60555127546399	2.23606797749979	2.83901391331568	3.60555127546399
56	H	0	1	F	9	0	3	10	15	10	1	11.67	13	3.16227766016838	3.87298334620742	3.16227766016838	3.41613817050774	3.60555127546399
45	H	0	6	F	8	1	15	3	13	13	5	6.4	13	1.73205080756888	3.60555127546399	3.60555127546399	2.5298221281347	3.60555127546399
49	U	0	1	F	8	0	4	10	15	10	1	11.25	13	3.16227766016838	3.87298334620742	3.16227766016838	3.35410196624968	3.60555127546399
46	H	2	5	F	7	0	15	2	13	13	5	6.27	13	1.4142135623731	3.60555127546399	3.60555127546399	2.50399680510978	3.60555127546399
61	H	0	1	F	9	0	6	5	12	12	1	9	13	2.23606797749979	3.46410161513775	3.46410161513775	3	3.60555127546399
67	H	0	2	F	8	30	22	3	20	10	17	11.14	13	1.73205080756888	4.47213595499958	3.16227766016838	3.33766385365573	3.60555127546399
49	U	0	1	F	1	0	8	5	14	14	12	9.88	13	2.23606797749979	3.74165738677394	3.74165738677394	3.14324672910034	3.60555127546399
74	H	0	4	F	3	1	14	3	13	13	8	7.21	13	1.73205080756888	3.60555127546399	3.60555127546399	2.68514431641951	3.60555127546399
45	H	0	1	F	9	0	7	4	10	8	2	6.43	13	2	3.16227766016838	2.82842712474619	2.53574446662119	3.60555127546399
60	H	0	1	M	6	0	9	10	20	15	5	14.44	13	3.16227766016838	4.47213595499958	3.87298334620742	3.8	3.60555127546399
82	U	0	7	M	7	14	21	5	15	13	4	10.67	13	2.23606797749979	3.87298334620742	3.60555127546399	3.26649659421222	3.60555127546399
67	H	0	5	M	6	10	6	5	15	15	3	10.17	13	2.23606797749979	3.87298334620742	3.87298334620742	3.18904374382039	3.60555127546399
76	U	0	2	F	6	5	17	3	12	11	3	7.76	13	1.73205080756888	3.46410161513775	3.3166247903554	2.78567765543682	3.60555127546399
73	H	0	2	M	5	5	12	5	12	12	12	9.5	13	2.23606797749979	3.46410161513775	3.46410161513775	3.08220700148449	3.60555127546399
70	U	0	1	F	4	0	11	4	10	7	2	7	13	2	3.16227766016838	2.64575131106459	2.64575131106459	3.60555127546399
81	H	0	2	F	8	1	13	5	14	14	14	9.38	13	2.23606797749979	3.74165738677394	3.74165738677394	3.06267856622271	3.60555127546399
77	H	0	5	F	9	0	17	5	14	14	13	9.47	13	2.23606797749979	3.74165738677394	3.74165738677394	3.07733651068582	3.60555127546399
65	H	0	5	F	7	4	11	5	20	20	3	8.91	13	2.23606797749979	4.47213595499958	4.47213595499958	2.98496231131986	3.60555127546399
48	U	0	1	M	2	0	30	3	25	13	4	10.13	13	1.73205080756888	5	3.60555127546399	3.18276609256791	3.60555127546399
71	H	0	6	F	3	0	12	2	12	12	31	6.58	13	1.4142135623731	3.46410161513775	3.46410161513775	2.56515106767613	3.60555127546399
59	U	0	1	F	5	0	29	2	13	6	3	6.86	13	1.4142135623731	3.60555127546399	2.44948974278318	2.61916017074176	3.60555127546399
55	H	2	5	M	9	0	28	0.03	13	13	5	7.97	13	0.173205080756888	3.60555127546399	3.60555127546399	2.82311884269862	3.60555127546399
85	U	0	1	F	1	24	14	3	8	8	11	4.71	13	1.73205080756888	2.82842712474619	2.82842712474619	2.17025344142107	3.60555127546399
66	U	0	2	F	3	23	9	5	12	10	1	7.22	13	2.23606797749979	3.46410161513775	3.16227766016838	2.68700576850888	3.60555127546399
68	H	0	2	M	5	40	13	5	12	6	9	8.92	13	2.23606797749979	3.46410161513775	2.44948974278318	2.98663690461362	3.60555127546399
44	H	0	3	F	6	0	4	6	12	11	1	9.75	13	2.44948974278318	3.46410161513775	3.3166247903554	3.1224989991992	3.60555127546399
40	H	2	5	F	4	0	13	3	15	3	6	7.08	13	1.73205080756888	3.87298334620742	1.73205080756888	2.66082693913001	3.60555127546399
66	U	0	1	F	8	0	10	3	10	8	4	5.5	13	1.73205080756888	3.16227766016838	2.82842712474619	2.34520787991171	3.60555127546399
71	H	0	3	F	8	17	21	5	20	10	5	11.19	13	2.23606797749979	4.47213595499958	3.16227766016838	3.34514573673555	3.60555127546399
53	H	2	4	M	6	0	5	5	13	12	7	9.8	13	2.23606797749979	3.60555127546399	3.46410161513775	3.13049516849971	3.60555127546399
60	H	0	6	F	8	0	9	5	15	15	11	11.22	13	2.23606797749979	3.87298334620742	3.87298334620742	3.34962684488885	3.60555127546399
66	U	0	1	F	5	0	13	3	13	13	5	7.08	13	1.73205080756888	3.60555127546399	3.60555127546399	2.66082693913001	3.60555127546399
32	H	0	4	M	7	0	12	5	15	13	5	9.67	13	2.23606797749979	3.87298334620742	3.60555127546399	3.10966236109324	3.60555127546399
82	U	0	1	F	5	0	15	5	15	15	15	10.8	13	2.23606797749979	3.87298334620742	3.87298334620742	3.286335345031	3.60555127546399
69	H	1	3	M	5	1	6	5	15	15	5	10	13	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	3.60555127546399
62	U	0	1	F	0	0	6	5	15	15	19	9.5	13	2.23606797749979	3.87298334620742	3.87298334620742	3.08220700148449	3.60555127546399
78	H	0	2	F	4	0	11	5	15	12	3	10.27	13	2.23606797749979	3.87298334620742	3.46410161513775	3.20468407179241	3.60555127546399
71	H	0	1	M	2	0	9	10	20	10	3	13.11	13	3.16227766016838	4.47213595499958	3.16227766016838	3.62077339804633	3.60555127546399
25	H	1	3	F	2	7	6	4	13	11	4	8.83	13	2	3.60555127546399	3.3166247903554	2.97153159162072	3.60555127546399
71	H	0	6	M	7	0	8	5	15	14	16	10.5	13	2.23606797749979	3.87298334620742	3.74165738677394	3.24037034920393	3.60555127546399
54	H	0	4	F	3	33	36	5	25	6	4	12.83	13	2.23606797749979	5	2.44948974278318	3.58189893771446	3.60555127546399
49	U	0	1	F	9	49	22	3	18	9	6	10.05	13	1.73205080756888	4.24264068711928	3	3.17017349682947	3.60555127546399
28	U	0	6	F	9	1	26	3	15	15	6	9.96	13	1.73205080756888	3.87298334620742	3.87298334620742	3.1559467676119	3.60555127546399
84	H	0	1	M	7	0	23	4	10	10	6	5.74	13	2	3.16227766016838	3.16227766016838	2.39582971014219	3.60555127546399
60	H	0	5	F	1	0	8	5	16	10	3	12.38	13	2.23606797749979	4	3.16227766016838	3.51852241715184	3.60555127546399
67	U	0	2	F	3	0	2	10	16	16	5	13	13	3.16227766016838	4	4	3.60555127546399	3.60555127546399
4	H	1	7	M	9	1	10	3	9	9	9	6.7	13	1.73205080756888	3	3	2.58843582110896	3.60555127546399
78	H	0	7	M	9	23	4	5	15	15	44	11	12.5	2.23606797749979	3.87298334620742	3.87298334620742	3.3166247903554	3.53553390593274
50	H	0	5	M	9	8	15	5	20	12	1	9.27	12.5	2.23606797749979	4.47213595499958	3.46410161513775	3.04466746952767	3.53553390593274
